timestamp,x,y,z,qx,qy,qz,qw
0,0,0,0,0,0,0,1
0.02,0,0,0,0,0,0,1
0.3533334,0,0,0,0,0,0,1
0.3634074,0,0,0,0,0,0,1
0.3670307,0,0,0,0,0,0,1
0.3702029,0,0,0,0,0,0,1
0.373208,0,0,0,0,0,0,1
0.4018137,0,0,0,0,0,0,1
0.4424901,0,0,0,0,0,0,1
0.4795029,0,0,0,0,0,0,1
0.5235503,0,0,0,0,0,0,1
0.5520728,0,0,0,0,0,0,1
0.5842562,0,0,0,0,0,0,1
0.6150348,0,0,0,0,0,0,1
0.6430357,0,0,0,0,0,0,1
0.674381,0,0,0,0,0,0,1
0.7003632,0,0,0,0,0,0,1
0.7259353,0,0,0,0,0,0,1
0.7527505,0,0,0,0,0,0,1
0.7794076,0,0,0,0,0,0,1
0.8044077,0,0,0,0,0,0,1
0.830128,0,0,0,0,0,0,1
0.8545662,0,0,0,0,0,0,1
0.8807967,0,0,0,0,0,0,1
0.9073108,0,0,0,0,0,0,1
0.9311702,0,0,0,0,0,0,1
0.9568205,0,0,0,0,0,0,1
0.9833755,0,0,0,0,0,0,1
1.008838,0,0,0,0,0,0,1
1.034737,0,0,0,0,0,0,1
1.060552,0,0,0,0,0,0,1
1.085822,0,0,0,0,0,0,1
1.11144,0,0,0,0,0,0,1
1.137372,0,0,0,0,0,0,1
1.162883,0,0,0,0,0,0,1
1.18751,0,0,0,0,0,0,1
1.212914,0,0,0,0,0,0,1
1.237918,0,0,0,0,0,0,1
1.263328,0,0,0,0,0,0,1
1.287694,0,0,0,0,0,0,1
1.311246,0,0,0,0,0,0,1
1.335504,0,0,0,0,0,0,1
1.361579,0,0,0,0,0,0,1
1.386594,0,0,0,0,0,0,1
1.412844,0,0,0,0,0,0,1
1.437254,0,0,0,0,0,0,1
1.464307,0,0,0,0,0,0,1
1.488246,0,0,0,0,0,0,1
1.513474,0,0,0,0,0,0,1
1.539006,0,0,0,0,0,0,1
1.564778,0,0,0,0,0,0,1
1.592319,0,0,0,0,0,0,1
1.616235,0,0,0,0,0,0,1
1.642484,0,0,0,0,0,0,1
1.668069,0,0,0,0,0,0,1
1.693387,0,0,0,0,0,0,1
1.718102,0,0,0,0,0,0,1
1.743904,0,0,0,0,0,0,1
1.769445,0,0,0,0,0,0,1
1.794488,0,0,0,0,0,0,1
1.818286,0,0,0,0,0,0,1
1.843074,0,0,0,0,0,0,1
1.867794,0,0,0,0,0,0,1
1.893765,0,0,0,0,0,0,1
1.91833,0,0,0,0,0,0,1
1.943556,0,0,0,0,0,0,1
1.968728,0,0,0,0,0,0,1
1.994103,0,0,0,0,0,0,1
2.020483,0,0,0,0,0,0,1
2.045828,0,0,0,0,0,0,1
2.070239,0,0,0,0,0,0,1
2.096814,0,0,0,0,0,0,1
2.120353,0,0,0,0,0,0,1
2.145763,0,0,0,0,0,0,1
2.170445,0,0,0,0,0,0,1
2.195278,0,0,0,0,0,0,1
2.221118,0,0,0,0,0,0,1
2.247278,0,0,0,0,0,0,1
2.271611,0,0,0,0,0,0,1
2.29776,0,0,0,0,0,0,1
2.322205,0,0,0,0,0,0,1
2.349669,0,0,0,0,0,0,1
2.374578,0,0,0,0,0,0,1
2.400783,0,0,0,0,0,0,1
2.424632,0,0,0,0,0,0,1
2.450374,0,0,0,0,0,0,1
2.475241,0,0,0,0,0,0,1
2.500103,0,0,0,0,0,0,1
2.525527,0,0,0,0,0,0,1
2.550359,0,0,0,0,0,0,1
2.576503,0,0,0,0,0,0,1
2.601598,0,0,0,0,0,0,1
2.626988,0,0,0,0,0,0,1
2.653204,0,0,0,0,0,0,1
2.678807,0,0,0,0,0,0,1
2.703685,0,0,0,0,0,0,1
2.729272,0,0,0,0,0,0,1
2.75399,0,0,0,0,0,0,1
2.780395,0,0,0,0,0,0,1
2.804447,0,0,0,0,0,0,1
2.831342,0,0,0,0,0,0,1
2.860293,0,0,0,0,0,0,1
2.883859,0,0,0,0,0,0,1
2.91082,0,0,0,0,0,0,1
2.935849,0,0,0,0,0,0,1
2.960817,0,0,0,0,0,0,1
2.986067,0,0,0,0,0,0,1
3.011559,0,0,0,0,0,0,1
3.037239,0,0,0,0,0,0,1
3.062581,0,0,0,0,0,0,1
3.086703,0,0,0,0,0,0,1
3.112866,0,0,0,0,0,0,1
3.138597,0,0,0,0,0,0,1
3.162712,0,0,0,0,0,0,1
3.188539,0,0,0,0,0,0,1
3.214001,0,0,0,0,0,0,1
3.239849,0,0,0,0,0,0,1
3.264561,0,0,0,0,0,0,1
3.290966,0,0,0,0,0,0,1
3.315602,0,0,0,0,0,0,1
3.341322,0,0,0,0,0,0,1
3.367268,0,0,0,0,0,0,1
3.39286,0,0,0,0,0,0,1
3.41816,0,0,0,0,0,0,1
3.444744,0,0,0,0,0,0,1
3.469742,0,0,0,0,0,0,1
3.495222,0,0,0,0,0,0,1
3.521067,0,0,0,0,0,0,1
3.546107,0,0,0,0,0,0,1
3.571814,0,0,0,0,0,0,1
3.597033,0,0,0,0,0,0,1
3.621975,0,0,0,0,0,0,1
3.647879,0,0,0,0,0,0,1
3.671543,0,0,0,0,0,0,1
3.695785,0,0,0,0,0,0,1
3.719584,0,0,0,0,0,0,1
3.745003,0,0,0,0,0,0,1
3.768299,0,0,0,0,0,0,1
3.793242,0,0,0,0,0,0,1
3.819259,0,0,0,0,0,0,1
3.844441,0,0,0,0,0,0,1
3.869914,0,0,0,0,0,0,1
3.89737,0,0,0,0,0,0,1
3.920294,0,0,0,0,0,0,1
3.94703,0,0,0,0,0,0,1
3.972057,0,0,0,0,0,0,1
3.999833,0,0,0,0,0,0,1
4.025622,0,0,0,0,0,0,1
4.050042,0,0,0,0,0,0,1
4.076344,0,0,0,0,0,0,1
4.101316,0,0,0,0,0,0,1
4.127113,0,0,0,0,0,0,1
4.153663,0,0,0,0,0,0,1
4.180663,0,0,0,0,0,0,1
4.205967,0,0,0,0,0,0,1
4.231771,0,0,0,0,0,0,1
4.255245,0,0,0,0,0,0,1
4.280573,0,0,0,0,0,0,1
4.304525,0,0,0,0,0,0,1
4.330127,0,0,0,0,0,0,1
4.355517,0,0,0,0,0,0,1
4.381641,0,0,0,0,0,0,1
4.40838,0,0,0,0,0,0,1
4.433595,0,0,0,0,0,0,1
4.460387,0,0,0,0,0,0,1
4.484638,0,0,0,0,0,0,1
4.510051,0,0,0,0,0,0,1
4.536052,0,0,0,0,0,0,1
4.560625,0,0,0,0,0,0,1
4.586857,0,0,0,0,0,0,1
4.612071,0,0,0,0,0,0,1
4.637283,0,0,0,0,0,0,1
4.663606,0,0,0,0,0,0,1
4.690494,0,0,0,0,0,0,1
4.714737,0,0,0,0,0,0,1
4.741948,0,0,0,0,0,0,1
4.766149,0,0,0,0,0,0,1
4.792096,0,0,0,0,0,0,1
4.818321,0,0,0,0,0,0,1
4.84235,0,0,0,0,0,0,1
4.867555,0,0,0,0,0,0,1
4.892793,0,0,0,0,0,0,1
4.917798,0,0,0,0,0,0,1
4.942436,0,0,0,0,0,0,1
4.968025,0,0,0,0,0,0,1
4.99344,0,0,0,0,0,0,1
5.019085,0,0,0,0,0,0,1
5.045682,0,0,0,0,0,0,1
5.070557,0,0,0,0,0,0,1
5.095518,0,0,0,0,0,0,1
5.122164,0,0,0,0,0,0,1
5.148148,0,0,0,0,0,0,1
5.173163,0,0,0,0,0,0,1
5.199958,0,0,0,0,0,0,1
5.225066,0,0,0,0,0,0,1
5.250822,0,0,0,0,0,0,1
5.278048,0,0,0,0,0,0,1
5.30335,0,0,0,0,0,0,1
5.329804,0,0,0,0,0,0,1
5.355096,0,0,0,0,0,0,1
5.379959,0,0,0,0,0,0,1
5.4061,0,0,0,0,0,0,1
5.431153,0,0,0,0,0,0,1
5.457504,0,0,0,0,0,0,1
5.481402,0,0,0,0,0,0,1
5.507136,0,0,0,0,0,0,1
5.532061,0,0,0,0,0,0,1
5.559354,0,0,0,0,0,0,1
5.58402,0,0,0,0,0,0,1
5.608716,0,0,0,0,0,0,1
5.633615,0,0,0,0,0,0,1
5.660583,0,0,0,0,0,0,1
5.68647,0,0,0,0,0,0,1
5.712049,0,0,0,0,0,0,1
5.736457,0,0,0,0,0,0,1
5.762193,0,0,0,0,0,0,1
5.787127,0,0,0,0,0,0,1
5.813468,0,0,0,0,0,0,1
5.838417,0,0,0,0,0,0,1
5.86591,0,0,0,0,0,0,1
5.888743,0,0,0,0,0,0,1
5.916319,0,0,0,0,0,0,1
5.94295,0,0,0,0,0,0,1
5.968064,0,0,0,0,0,0,1
5.993301,0,0,0,0,0,0,1
6.017614,0,0,0,0,0,0,1
6.043724,0,0,0,0,0,0,1
6.069049,0,0,0,0,0,0,1
6.093643,0,0,0,0,0,0,1
6.119482,0,0,0,0,0,0,1
6.145318,0,0,0,0,0,0,1
6.169802,0,0,0,0,0,0,1
6.195867,0,0,0,0,0,0,1
6.220295,0,0,0,0,0,0,1
